College Code,College Name,Branch Code,Branch Name,Mock Cutoff,Mock Allotment Category,Round 1 Cutoff,Round 1 Allotment Category,Round 2 Cutoff,Round 2 Allotment Category,Round 3 Cutoff,Round 3 Allotment Category,Best Representative Cutoff,Best Representative Category,Chance Category
E096,"East Point College of Engineering & Technology, Bangalore(AUTONOMOUS) JNANA PRABHA, BIDARAHALLI,VIRGONAGAR POST,BANGALORE.",IOTCS,IOTCS,56912,3AG,51400,3AG,76072,GMR,80571,3AG,80571,3AG,Safe
E237,"PRESIDENCY University ITGALPURA, RAJANUKUNTE, YELAHANKA, BENGALURU - 560 064",DS,DATA SCIENCES,68767,3AR,60538,3AR,75490,3AR,81441,3AR,81441,3AR,Safe
E128,"Sharanbasava University (Formerly Appa Institute of Engineering and Tech) SHARNBASVESHWARA INSTITUTIONS CAMPUS , KALABURAGI ( GULBARGA) -585103 , KARNATAKA",CS,COMPUTER SCIENCE,79576,3AG,65687,3AG,81612,GMR,81612,GMR,81612,GMR,Safe
E108,"SAPTHAGIRI NPS UNIVERISTY #14/5, CHIKKASANDRA,HESARAGHATTA MAIN ROAD,BANGALURU",DS,DATA SCIENCES,74834,3AR,68708,3AR,81981,3AR,81981,3AR,81981,3AR,Safe
E255,"GANDHI INSTITUTE OF TECHNOLOGY AND MANAGEMENT GITAM OFF CAMPUS BENGALURU NH 207, Nagadenehalli Doddaballapur taluk. Bengaluru-561203",CS,COMPUTER SCIENCE,73848,3AR,67896,3AR,82388,3AR,82388,3AR,82388,3AR,Safe
E082,"J S S Academy of Technical Education, Bangalore JSSATE CAMPUS,UTTARAHALLI-KENGERI ROAD ,BANGALORE 560060",EI,EI,55517,3AR,55621,3AR,82940,3AR,82940,GMR,82940,GMR,Safe
E012,"Sir M.Visvesvaraya Institute of Technology, Bangalore KRISHNADEVARAYANAGAR, HUNASAMARANAHALLI, VIA YELAHANKA,BANGALORE - 562 157",BT,BIO-TECHNOLOGY,44003,GMR,44003,GMR,44003,GMR,82968,GMR,82968,GMR,Safe
E111,"Sri Venkateshwara College of Engineering, Bangalore VIDYANAGAR, BENGALURU INTERNATIONAL AIRPORT ROAD,BETTAHALASUR POST,BENGALURU NORTH,BENGALURU - 562 157",CY,CY,73665,GMR,72386,GMR,76805,GMR,83249,3AG,83249,3AG,Safe
E211,"Jain Institute of Technology, Davanagere 323, BADA CROSS NEAR BLIND SCHOOL AVARAGERE DAVANGERE",AM,AM,67498,3AG,67498,3AG,83264,GMR,83264,GMR,83264,GMR,Safe
E255,"GANDHI INSTITUTE OF TECHNOLOGY AND MANAGEMENT GITAM OFF CAMPUS BENGALURU NH 207, Nagadenehalli Doddaballapur taluk. Bengaluru-561203",AM,AM,67896,GMR,67429,GMR,81145,GMR,83398,GMR,83398,GMR,Safe
E198,"Sharanbasava University (Exclusively for Women) (Formerly Goduati Engineering College For Women) SHARNBASVESHWARA INSTITUTIONS CAMPUS , KALABURAGI ( GULBARGA) -585103 , KARNATAKA",AM,AM,112184,3AG,112184,3AG,64842,GM,83524,GM,83524,GM,Safe
E145,"Rajarajeswari College of Engineering, Bangalore (AUTONOMOUS) #14, RAMOHOLLI CROSS,KUMBALGODU, MYSORE ROAD,BANGALORE - 560074",IS,INFORMATION SCIENCE,54152,GMR,48820,GMR,72022,GMR,83805,GMR,83805,GMR,Safe
E062,"Bapuji Institute of Engineering & Technology, Davangere (AUTONOMOUS) BAPUJI INSTITUTE OF ENGINEERING & TECHNOLOGY,P.B. NO.325,SHAMANUR ROAD,DAVANGERE-577 004",CD,COMMUNICATION DESIGN,63775,GMR,64252,3AG,84376,GMR,84376,GMR,84376,GMR,Safe
E273,"Government Engineering College, Viprasinagar, Gangavathi VIPRASAI NAGAR,GANGAVATHI,KOPPAL",CS,COMPUTER SCIENCE,75469,GMR,86628,GMR,92151,GMR,84444,GM,84444,GM,Safe
E108,"SAPTHAGIRI NPS UNIVERISTY #14/5, CHIKKASANDRA,HESARAGHATTA MAIN ROAD,BANGALURU",CS,COMPUTER SCIENCE,72430,3AR,67663,3AR,81143,3AR,84464,3AR,84464,3AR,Safe
E274,"Government Engineering College, Mosale Hosahalli, Hassan MOSALEHOSAHALLI, HASSAN",CS,COMPUTER SCIENCE,64230,GMR,62975,GMR,82534,3AG,84842,3AG,84842,3AG,Safe
E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",AM,AM,58713,GMR,53767,GMR,61651,3AG,84924,GMR,84924,GMR,Safe
E104,"Nagarjuna College of Engineering & Technology,venkatagiri Kote, Devanahalli, Bangalore Rural.(AUTONOMOUS) MUDUGURKIVENKATAGIRI KOTE DEVANAHALLI,BANGALORE",CS,COMPUTER SCIENCE,67004,3AR,63929,3AR,85117,3AR,85117,3AR,85117,3AR,Safe
E017,"Sri Siddhartha Institute of Technology MARALUR ,TUMKUR",DS,DATA SCIENCES,45048,3AG,50840,GMR,51168,GMR,85149,3AG,85149,3AG,Safe
E102,"DONBOSCO Institute of Technology, Bangalore(AUTONOMOUS) KUMBALAGODU, MYSORE ROAD, KENGERI HOBLI,BANGALORE-560074",EC,EC,57212,GMR,49210,GMR,69088,GMR,85186,GMR,85186,GMR,Safe
E306,"THE CHANAKYA UNIVERSITY NO 29 HARALURU, DEVANAHALLI TALUK (NEAR BENGALURU INTERNATIONLA AIRPORT)",BT,BIO-TECHNOLOGY,51666,GMR,53594,GMR,82586,3AG,85193,3AG,85193,3AG,Safe
E129,"St.Joseph Engineering College, Mangalore(AUTONOMOUS) MANGALORE",AM,AM,28850,3AR,28850,3AR,45660,3AR,85207,3AR,85207,3AR,Safe
E123,"Canara Engineering College Bantwal, BENJANAPADAVU,BANTWAL,PIN 574219,DAKSHINA KANNADA DIST,",AM,AM,55550,GMR,54523,3AG,85497,3AR,85497,3AG,85497,3AG,Safe
E220,"ALLIANCE University Central Campus, Chikkahadage Cross Chandapura-Anekal, Main Road, Bengaluru, Karnataka 562106",DS,DATA SCIENCES,76034,GMR,74874,GMR,85590,GMR,85590,GMR,85590,GMR,Safe
E150,"P E S Institute of Technology & Management, Shimoga GUDDADAARAKERE, KOTEGANGOORSAGAR ROAD,SHIMOGA",AM,AM,59363,3AR,59363,3AR,85798,3AR,85798,3AR,85798,3AR,Safe
E111,"Sri Venkateshwara College of Engineering, Bangalore VIDYANAGAR, BENGALURU INTERNATIONAL AIRPORT ROAD,BETTAHALASUR POST,BENGALURU NORTH,BENGALURU - 562 157",DS,DATA SCIENCES,64764,GMR,64764,GMR,75672,GMR,85908,GMR,85908,GMR,Safe
E044,"Bheemanna Khandre Institute of Technology, Bhalki BHALKI-HUMNABAD ROAD,BHALKI- 585328,DIST. BIDAR",AM,AM,49080,GMR,54033,GMR,86091,GMR,86091,GMR,86091,GMR,Safe
E272,"Government Engineering College, Talakal, Koppal TALAKAL,TALUKA: YALABURGA, DIST: KOPPAL, KARNATAKA, PIN 583238",CS,COMPUTER SCIENCE,65733,3AG,86146,3AG,86146,3AG,86146,3AG,86146,3AG,Safe
E173,"Sai Vidya Institute of Technology, Rajanakunte, Bangalore RAJANUKUNTE,DODDBALLAPURA ROAD ,VIA: YELAHANKA,BANGALORE",CS,COMPUTER SCIENCE,48121,GMR,45867,GMR,57073,3AG,86257,GMR,86257,GMR,Safe
E075,"Ballari Institute of Technology & Management, Bellary(AUTONOMOUS) ""JNANA GANGOTRI"" CAMPUS, #873/2 OF KOLAGAL VILLAGE,BELLARY-HOSPET ROAD, ALLIPUR",EC,EC,76360,3AG,67791,3AG,86495,3AG,86495,3AG,86495,3AG,Safe
E058,"P E S College of Engineering, Mandya(AUTONOMOUS) MANDYA: 571 401",CBS,CBS,48425,GMR,48281,GMR,76847,GMR,86573,GMR,86573,GMR,Safe
E158,"Maharaja Institute of Technology Mysore,Belawadi,Srirangapatna,Mandya(AUTONOMOUS) BEHIND K R MILLS,BELAWADI VILLAGE,NAGUVANAHALLI PANCHAYAT,SRIRANGAPATNA TALUK,MANDYA DISTRICT",EC,EC,55051,3AR,53650,3AR,71839,3AR,86597,3AR,86597,3AR,Safe
E203,"K S School of Engineering & Management, Mallasandra, Bangalore #15/1, MALLASANDRA, OFF KANAKAPURA ROAD, BANGALORE - 560062",AD,AD,84179,3AR,73930,3AR,86998,3AR,86998,3AR,86998,3AR,Safe
E092,"Vemana Institute of Technology, Bangalore #1, MAHAYOGI VEMANA ROAD, 3RD BLOCK, KORMANGALA, BANGALORE -560034.",CS,COMPUTER SCIENCE,54796,3AR,53325,3AR,70126,3AR,87089,3AR,87089,3AR,Safe
E126,"B M S Institute of Technology & Management, Yelahanka, Bangalore(AUTONOMOUS) POST BOX NO.6443, AVALAHALLI,DODDABALLAPURA MAIN ROAD,YELAHANKA, BANGALORE - 560064.",ME,ME,57208,GMR,60130,GMR,66090,GMR,87291,3AG,87291,3AG,Safe
E016,"Siddaganga Institute of Technology,Tumkur",IM,IM,48175,GMR,48175,GMR,75120,3AG,87293,GMR,87293,GMR,Safe
E092,"Vemana Institute of Technology, Bangalore #1, MAHAYOGI VEMANA ROAD, 3RD BLOCK, KORMANGALA, BANGALORE -560034.",CY,CY,72928,GMR,62234,GMR,84421,GMR,88465,GMR,88465,GMR,Safe
E283,"University of Mysuru B.N.BAHADUR INSTITUTE OF MANAGEMENT SCIENCES, (DOS IN BUSSINESS ADMINISTRATION)UNIVERSITY OF MYSORE, MANASAGANGOTRI,HUNSUR ROAD,MYSORE.",AM,AM,60715,GMR,61807,GMR,76852,3AG,88971,GMR,88971,GMR,Safe
E209,"Jyothi Institute of Technology, Kanakapura Road,Bangalore ,BANGALORE",CS,COMPUTER SCIENCE,56202,GMR,52072,GMR,68222,GMR,89742,GMR,89742,GMR,Safe
E017,"Sri Siddhartha Institute of Technology MARALUR ,TUMKUR",IS,INFORMATION SCIENCE,49917,GMR,49670,GMR,66103,3AG,89832,3AG,89832,3AG,Safe
E220,"ALLIANCE University Central Campus, Chikkahadage Cross Chandapura-Anekal, Main Road, Bengaluru, Karnataka 562106",CS,COMPUTER SCIENCE,53574,3AR,48580,3AR,62873,GMR,89890,GMR,89890,GMR,Safe
E044,"Bheemanna Khandre Institute of Technology, Bhalki BHALKI-HUMNABAD ROAD,BHALKI- 585328,DIST. BIDAR",CS,COMPUTER SCIENCE,81741,GMR,80815,GMR,89130,GMR,89899,GMR,89899,GMR,Safe
E040,"Hira Sugar Institute of Technology, Nidasoshi NIDAOSHI,TALUKA: HUKERI,DISTRICT: BELGAUM",CS,COMPUTER SCIENCE,85395,3AG,86457,3AG,88612,GMR,90118,GMR,90118,GMR,Safe
E059,"P D A College of Engineering, Gulbarga(AUTONOMOUS) AIWAN-E-SHAHI AREA,STATION ROAD,GULBARGA-585102",CD,COMMUNICATION DESIGN,55094,GM,54450,GM,74877,GM,90162,GM,90162,GM,Safe
E016,"Siddaganga Institute of Technology,Tumkur",ME,ME,54088,GMR,53060,3AG,87525,GMR,90356,GMR,90356,GMR,Safe
E175,"S.S.E.T.S.S.G.Balekundri Institute of Technology, Shivabasavanagar, Belgaum SHIVABASAVA NAGAR, BELGAUM - 590010",CS,COMPUTER SCIENCE,66928,3AG,74346,3AG,92648,3AG,91117,3AG,91117,3AG,Safe
E114,"G M Institute of Technology, Davanagere POST BOX. NO. 4, P.B.ROAD.DAVANGERE.",EC,EC,61723,3AG,53191,3AG,73731,3AG,91167,3AG,91167,3AG,Safe
E173,"Sai Vidya Institute of Technology, Rajanakunte, Bangalore RAJANUKUNTE,DODDBALLAPURA ROAD ,VIA: YELAHANKA,BANGALORE",AM,AM,66454,3AR,59812,3AR,79270,3AR,91182,3AR,91182,3AR,Safe
E186,"ACS College of Engineering, Mysore Road, Bangalore 207,KAMBIPURA, MYSORE ROAD, KENGERI HOBLI,BANGALORE - 560074.",AM,AM,72346,GMR,58347,GMR,69597,GMR,91199,GMR,91199,GMR,Safe
E255,"GANDHI INSTITUTE OF TECHNOLOGY AND MANAGEMENT GITAM OFF CAMPUS BENGALURU NH 207, Nagadenehalli Doddaballapur taluk. Bengaluru-561203",DS,DATA SCIENCES,76644,GMR,69897,GMR,90553,GMR,91525,GMR,91525,GMR,Safe
E150,"P E S Institute of Technology & Management, Shimoga GUDDADAARAKERE, KOTEGANGOORSAGAR ROAD,SHIMOGA",CS,COMPUTER SCIENCE,48968,GMR,53713,3AG,70158,GMR,91662,3AG,91662,3AG,Safe
E046,"H K E's Society's Sir M Visvesvaraya College of Engineering, Raichur YERAMARUS CAMP,RAICHUR-584 135,",CE,COMPUTER ENGINEERING,176548,GM,240977,3AG,91736,GM,-,-,91736,GM,Safe
E147,"T.John Institute of technology, Bangalore #86/1, KAMMANAHALLI,GOTTIGERE,BANNERUGATTA ROAD,BANGALORE",AM,AM,64874,GMR,63113,GMR,74568,3AG,91937,3AG,91937,3AG,Safe
E161,"Government Engineering College, Kushalanagar MEDIKERI ROAD,MADAPATNA,KUSHALANAGAR",CS,COMPUTER SCIENCE,71958,GMR,75330,GMR,87564,GMR,92049,GMR,92049,GMR,Safe
E173,"Sai Vidya Institute of Technology, Rajanakunte, Bangalore RAJANUKUNTE,DODDBALLAPURA ROAD ,VIA: YELAHANKA,BANGALORE",DS,DATA SCIENCES,69350,GMR,66009,GMR,91371,GMR,92505,GMR,92505,GMR,Safe
E083,"H.K.B.K.College of Engineering, Bangalore # 22/1, NAGAWARA, BANGALORE-560045",CS,COMPUTER SCIENCE,62728,3AR,64483,3AR,82805,3AR,92523,3AR,92523,3AR,Safe
E255,"GANDHI INSTITUTE OF TECHNOLOGY AND MANAGEMENT GITAM OFF CAMPUS BENGALURU NH 207, Nagadenehalli Doddaballapur taluk. Bengaluru-561203",CY,CY,62844,GMR,62844,GMR,92699,GMR,92699,GMR,92699,GMR,Safe
E306,"THE CHANAKYA UNIVERSITY NO 29 HARALURU, DEVANAHALLI TALUK (NEAR BENGALURU INTERNATIONLA AIRPORT)",EE,EE,58191,GMR,67286,GMR,100485,GMR,92723,GMR,92723,GMR,Safe
E043,"Gurunanak Dev Engineering College, Bidar MAILOOR ROAD,BIDAR 585403",CS,COMPUTER SCIENCE,61037,GMR,52438,GMR,232405,3AG,93209,GMR,93209,GMR,Safe
E059,"P D A College of Engineering, Gulbarga(AUTONOMOUS) AIWAN-E-SHAHI AREA,STATION ROAD,GULBARGA-585102",AM,AM,41609,GMR,41567,GMR,66676,GMR,93387,3AG,93387,3AG,Safe
E302,"AMITY UNIVERSITY National Highway 648 (old 207), Devanahalli - Doddaballapur Road",CC,CC,-,-,66425,GMR,93593,GMR,93593,GMR,93593,GMR,Safe
E111,"Sri Venkateshwara College of Engineering, Bangalore VIDYANAGAR, BENGALURU INTERNATIONAL AIRPORT ROAD,BETTAHALASUR POST,BENGALURU NORTH,BENGALURU - 562 157",IS,INFORMATION SCIENCE,76805,GMR,69135,GMR,92091,GMR,93617,GMR,93617,GMR,Safe
E012,"Sir M.Visvesvaraya Institute of Technology, Bangalore KRISHNADEVARAYANAGAR, HUNASAMARANAHALLI, VIA YELAHANKA,BANGALORE - 562 157",EE,EE,40275,GMR,40540,GMR,53887,GMR,93629,GMR,93629,GMR,Safe
E106,"East West Institute Of Technology,Bangalore(AUTONOMOUS) SY. NO.63, OFF MAGADI MAIN ROAD, VISHWANEEDAM POST,BANGALORE",IOTCS,IOTCS,64864,GMR,60810,3AG,83780,GMR,93651,GMR,93651,GMR,Safe
E096,"East Point College of Engineering & Technology, Bangalore(AUTONOMOUS) JNANA PRABHA, BIDARAHALLI,VIRGONAGAR POST,BANGALORE.",IS,INFORMATION SCIENCE,59044,GMR,52577,GMR,72633,3AG,93748,GMR,93748,GMR,Safe
E095,"AMC Engineering College, Bannerghatta Road, Bangalore(AUTONOMOUS) 18KM,BANNERAGHATTA ROAD,KALKERE,BANGALORE-560083,BANGALORE URBAN",EE,EE,55937,GMR,55937,GMR,94447,GMR,94447,GMR,94447,GMR,Safe
E104,"Nagarjuna College of Engineering & Technology,venkatagiri Kote, Devanahalli, Bangalore Rural.(AUTONOMOUS) MUDUGURKIVENKATAGIRI KOTE DEVANAHALLI,BANGALORE",AM,AM,66638,GMR,64777,GMR,82479,GMR,94510,GMR,94510,GMR,Safe
E302,"AMITY UNIVERSITY National Highway 648 (old 207), Devanahalli - Doddaballapur Road",CS,COMPUTER SCIENCE,74712,3AR,68438,3AR,87022,3AR,94802,3AR,94802,3AR,Safe
E022,"The National Institute of Engineering(SOUTH CAMPUS), Mysore(AUTONOMOUS) MANANDAVADI ROAD,MYSORE 570008",CE,COMPUTER ENGINEERING,71676,GMR,75980,GMR,85335,GMR,94852,GMR,94852,GMR,Safe
E303,"GM University KARUR VILLAGE, KASABA HOBLI, DAVANGERE TALUK AND DISTRICT",AM,AM,77870,GMR,75142,GMR,91245,GMR,95477,GMR,95477,GMR,Safe
E257,"CMR University Main Campus, Off Hennur Bagalur Main Road, Chagalatti, Bangalore",CS,COMPUTER SCIENCE,37419,GMR,39578,GMR,55153,GMR,95529,GMR,95529,GMR,Safe
E023,"P E S College of Engineering, Mandya(AUTONOMOUS) MANDYA: 571 401",EE,EE,49967,GMR,54005,GMR,73661,GMR,95658,3AG,95658,3AG,Safe
E092,"Vemana Institute of Technology, Bangalore #1, MAHAYOGI VEMANA ROAD, 3RD BLOCK, KORMANGALA, BANGALORE -560034.",DS,DATA SCIENCES,59340,GMR,59294,GMR,82682,GMR,95661,GMR,95661,GMR,Safe
E064,"Adhichunchanagiri Institute of Technology, Chickamagalur ADICHUNCHANAGIRI EXTENTION,JYOTHINAGAR,CHIKMAGALUR - 577102",AM,AM,54431,GMR,53659,GMR,71153,GMR,95699,3AG,95699,3AG,Safe
E283,"University of Mysuru B.N.BAHADUR INSTITUTE OF MANAGEMENT SCIENCES, (DOS IN BUSSINESS ADMINISTRATION)UNIVERSITY OF MYSORE, MANASAGANGOTRI,HUNSUR ROAD,MYSORE.",CS,COMPUTER SCIENCE,57254,GMR,54203,GMR,75412,3AG,95732,GMR,95732,GMR,Safe
E062,"Bapuji Institute of Engineering & Technology, Davangere (AUTONOMOUS) BAPUJI INSTITUTE OF ENGINEERING & TECHNOLOGY,P.B. NO.325,SHAMANUR ROAD,DAVANGERE-577 004",CBS,CBS,64252,3AG,67533,3AG,86571,3AG,95765,3AG,95765,3AG,Safe
E011,"M V J College of Engineering, Bangalore(AUTONOMOUS) NEAR ITPB,CHANNASANDRA,KADUGODI POST,BANGALORE",EE,EE,39972,GMR,50074,GMR,68993,GMR,95807,GMR,95807,GMR,Safe
E106,"East West Institute Of Technology,Bangalore(AUTONOMOUS) SY. NO.63, OFF MAGADI MAIN ROAD, VISHWANEEDAM POST,BANGALORE",IS,INFORMATION SCIENCE,60270,GMR,55977,GMR,84374,GMR,96114,GMR,96114,GMR,Safe
E100,"K N S Institute of Technology, Bangalore THIRUMENAHALLI, HEGGADENAGAR-KOGILU ROAD, YELAHANKA, BANGALORE-560064",AM,AM,62834,3AR,60620,3AR,77739,3AR,96115,GMR,96115,GMR,Safe
E290,"Visvesvaraya Technological University,VTU,CPGS,Mysuru.",EC,EC,71861,GMR,76023,GMR,84274,GMR,96263,3AG,96263,3AG,Safe
E205,"ATME College of Engineering, Mysore SY.NO.1002, HAROHALLI (MELLAHALLI),MYSORE",DS,DATA SCIENCES,69288,GMR,60813,GMR,90440,3AR,96323,GMR,96323,GMR,Safe
E209,"Jyothi Institute of Technology, Kanakapura Road,Bangalore ,BANGALORE",IS,INFORMATION SCIENCE,62993,GMR,58837,GMR,82015,GMR,96585,GMR,96585,GMR,Safe
E064,"Adhichunchanagiri Institute of Technology, Chickamagalur ADICHUNCHANAGIRI EXTENTION,JYOTHINAGAR,CHIKMAGALUR - 577102",IS,INFORMATION SCIENCE,57385,3AG,57385,3AG,96658,3AG,96658,3AG,96658,3AG,Safe
E004,"Dr. Ambedkar Institute of Technology, Bangalore(AUTONOMOUS) OUTER RING ROAD,NEAR JNANA BHARATHI CAMPUS,MALLATHAHALLI,BANGALORE-560056",IM,IM,63911,GMR,73913,3AG,89552,3AG,96673,GMR,96673,GMR,Safe
E038,"BLDEA's VP. Dr.P.G. Hallakatti College of Engineering & Technology, Bijapur ASHRAM ROAD,BIJAPUR - 586103",DS,DATA SCIENCES,73202,3AR,73202,3AR,96935,3AR,96935,3AR,96935,3AR,Safe
E302,"AMITY UNIVERSITY National Highway 648 (old 207), Devanahalli - Doddaballapur Road",EC,EC,61450,GMR,61450,GMR,69356,3AG,96987,GMR,96987,GMR,Safe
E302,"AMITY UNIVERSITY National Highway 648 (old 207), Devanahalli - Doddaballapur Road",DS,DATA SCIENCES,67629,GMR,62628,GMR,90378,GMR,97341,GMR,97341,GMR,Safe
E024,"Malnad College of Engineering, Hassan(AUTONOMOUS) P.B. NO. 21, SALAGAME ROAD,HASSSAN",EE,EE,56264,GMR,65696,GMR,94880,3AR,97515,3AR,97515,3AR,Safe
E220,"ALLIANCE University Central Campus, Chikkahadage Cross Chandapura-Anekal, Main Road, Bengaluru, Karnataka 562106",SPD,SPD,88797,GMR,67452,GMR,89890,GMR,97628,GMR,97628,GMR,Safe
E062,"Bapuji Institute of Engineering & Technology, Davangere (AUTONOMOUS) BAPUJI INSTITUTE OF ENGINEERING & TECHNOLOGY,P.B. NO.325,SHAMANUR ROAD,DAVANGERE-577 004",BT,BIO-TECHNOLOGY,61430,GMR,61430,GMR,102427,GMR,97768,GMR,97768,GMR,Safe
E038,"BLDEA's VP. Dr.P.G. Hallakatti College of Engineering & Technology, Bijapur ASHRAM ROAD,BIJAPUR - 586103",IS,INFORMATION SCIENCE,58561,GMR,57257,GMR,96059,GMR,97993,GMR,97993,GMR,Safe
E108,"SAPTHAGIRI NPS UNIVERISTY #14/5, CHIKKASANDRA,HESARAGHATTA MAIN ROAD,BANGALURU",EE,EE,71739,GMR,71739,GMR,91665,GMR,98001,3AG,98001,3AG,Safe
E237,"PRESIDENCY University ITGALPURA, RAJANUKUNTE, YELAHANKA, BENGALURU - 560 064",VL,VL,68848,GMR,66964,GMR,98468,GMR,98468,GMR,98468,GMR,Safe
E239,"East West College Of Engineering, Yelahanka,Bangalore NO.13 SECTOR ""A"", YELAHANKA NEW TOWN,YELAHANKA, BANGALORE-560064",CS,COMPUTER SCIENCE,56792,GMR,55212,GMR,74385,GMR,98563,GMR,98563,GMR,Safe
E058,"P E S College of Engineering, Mandya(AUTONOMOUS) MANDYA: 571 401",RI,RI,42189,GMR,46012,GMR,60218,GMR,98638,GMR,98638,GMR,Safe
E135,"K L S Viswanathrao Deshpande Institute of Technology, Haliyal UDYOG VIDYA NAGAR,DANDELI ROAD, HALIYAL-581329",CS,COMPUTER SCIENCE,73272,3AG,73272,3AG,87225,3AG,98917,GMR,98917,GMR,Safe
E014,"S J C Institute of Technology, Chickkaballapur(AUTONOMOUS) P B NO. 20, B B ROAD, CHICKBALLAPUR, CHICKBALLAPUR (DISTRICT)",AE,AGRICULTURE ENGINEERING,25759,GMR,39983,GMR,99076,GMR,99076,GMR,99076,GMR,Safe
E111,"Sri Venkateshwara College of Engineering, Bangalore VIDYANAGAR, BENGALURU INTERNATIONAL AIRPORT ROAD,BETTAHALASUR POST,BENGALURU NORTH,BENGALURU - 562 157",CS,COMPUTER SCIENCE,70170,3AR,63953,3AR,82131,3AR,99104,3AR,99104,3AR,Safe
E059,"P D A College of Engineering, Gulbarga(AUTONOMOUS) AIWAN-E-SHAHI AREA,STATION ROAD,GULBARGA-585102",IS,INFORMATION SCIENCE,66676,GMR,66676,GMR,96299,GMR,99164,GMR,99164,GMR,Safe
E151,"Mangalore Institute of Technology & Engineering, Moodabidri, Mangalore(AUTONOMOUS) BADAGA MIJAR,",CS,COMPUTER SCIENCE,43527,3AR,39855,3AR,52260,3AR,99306,3AR,99306,3AR,Safe
E086,"Sri Sairam College Of Engineering, Anekal, Bangalore SAI LEO NAGAR",CS,COMPUTER SCIENCE,62737,3AG,67798,GMR,83896,GMR,99373,3AG,99373,3AG,Safe
E222,"Cambridge Institute Of Technology, North Campus, Devanahalli, Bangalore SURVEY NO. 73, LINGADHEERA GOLLAHALLI, KUNDANA POST, DEVANAHALLI TALUK",CS,COMPUTER SCIENCE,45491,GMR,45491,GMR,64164,GMR,99474,GMR,99474,GMR,Safe
E014,"S J C Institute of Technology, Chickkaballapur(AUTONOMOUS) P B NO. 20, B B ROAD, CHICKBALLAPUR, CHICKBALLAPUR (DISTRICT)",AD,AD,42859,3AR,47086,3AR,56132,3AR,100142,3AR,100142,3AR,Safe
E169,"Alva's Institute of Engineering & Technology, Moodabidre, D.K (AUTONOMOUS) SHOBHAVANA CAMPUS,MIJAR,MOODBIDRI - 574225,MANGALORE TALUK,DHAKSHINA KANNADA",DS,DATA SCIENCES,82916,3AR,72903,3AR,100149,3AR,100149,3AG,100149,3AG,Safe
E065,"Jawaharlal Nehru New College of Engineering, Shimoga P.B. NO. 128,NAVULE, SHIMOGA",DS,DATA SCIENCES,40408,3AG,45507,3AG,66505,3AR,100679,3AR,100679,3AR,Safe
E302,"AMITY UNIVERSITY National Highway 648 (old 207), Devanahalli - Doddaballapur Road",RA,RA,89710,GMR,74759,GMR,98995,GMR,101378,GMR,101378,GMR,Safe
E091,"K S Institute of Technology, Raghuvanahalli, Bangalore(AUTONOMOUS) #14,RAGUVANAHALLI, KANAKAPURA MAIN ROAD,BANGALORE - 560 062.",CD,COMMUNICATION DESIGN,50769,GMR,53131,GMR,66786,GMR,101667,GMR,101667,GMR,Safe
E134,"Smt. Kamala & Sri Venkappa M.Agadi College of Engineering & Technology, Gadag SAVANUR ROAD, GULAGANJIKOPPA,LAXMESHWAR DIST: GADAG",CS,COMPUTER SCIENCE,81844,3AG,71392,GMR,90157,GMR,101815,3AG,101815,3AG,Safe
E185,"Angadi Institute of Technology and Management , Savgoan Rd., Belgaum SAVAGAON ROAD BELGAUM",CS,COMPUTER SCIENCE,76239,3AG,76239,3AG,101918,3AG,101918,3AG,101918,3AG,Safe
E017,"Sri Siddhartha Institute of Technology MARALUR ,TUMKUR",EC,EC,55446,3AG,53320,3AG,83533,GMR,102329,3AG,102329,3AG,Safe
E201,"Gopalan College of Engineering & Management, K.R. Puram, Bangalore SONNENAHALLI, HOODI VILLAGE, ITPL ROAD,BANGALORE",AM,AM,80664,GMR,70166,GMR,103001,GMR,103001,GMR,103001,GMR,Safe
E104,"Nagarjuna College of Engineering & Technology,venkatagiri Kote, Devanahalli, Bangalore Rural.(AUTONOMOUS) MUDUGURKIVENKATAGIRI KOTE DEVANAHALLI,BANGALORE",IS,INFORMATION SCIENCE,71453,3AG,65110,3AG,85133,GMR,103066,3AG,103066,3AG,Safe
E087,"Vivekananada Institute of Technology, Kengeri, Bangalore GUDIMAVU VILLAGE ,KENGERI(HOBLI)NEAR KUMBALAGODU,BANGALORE",AM,AM,54271,GMR,55858,GMR,80845,GMR,103150,GMR,103150,GMR,Safe
E289,"Visvesvaraya Technological University,VTU,CPGS,Kalburgi.",AD,AD,77526,GMR,82445,3AG,103212,3AG,103212,3AG,103212,3AG,Safe
E288,"Garden City University 16th KM, Old Madras Road (Near K R Puram), Bangalore, Karnataka, 560049.",CS,COMPUTER SCIENCE,81878,GMR,72006,GMR,103241,GMR,103241,GMR,103241,GMR,Safe
E171,"Brindavan College of Engineering, Yelahanaka, Bangalore DWARAKANAGARA, BAGALUR MAIN ROAD,YELAHANKA, BANGALORE - 560 063",CS,COMPUTER SCIENCE,75433,GMR,73927,GMR,96114,GMR,104070,GMR,104070,GMR,Safe
