College Code,College Name,Branch Code,Branch Name,Mock Cutoff,Mock Allotment Category,Round 1 Cutoff,Round 1 Allotment Category,Round 2 Cutoff,Round 2 Allotment Category,Round 3 Cutoff,Round 3 Allotment Category,Best Representative Cutoff,Best Representative Category,Chance Category
E121,"Vivekananada College of Engineering Technology, Puttur NEHARU NAGARA,PUTTUR TALUK,DAKSHINA KANNADA",EC,EC,85820,3AR,83064,3AR,176202,3AR,176673,GM,176673,GM,Safe
E128,"Sharanbasava University (Formerly Appa Institute of Engineering and Tech) SHARNBASVESHWARA INSTITUTIONS CAMPUS , KALABURAGI ( GULBARGA) -585103 , KARNATAKA",EE,EE,109486,GMR,123517,GMR,176820,GMR,176820,GMR,176820,GMR,Safe
E184,"C Byre Gowda Institute of Technology, Thoradevandahalli Village, Kolar SRINIVASPURA ROAD, THORADEVANDAHALLI, KOLAR-563101",IS,INFORMATION SCIENCE,139050,3AR,133981,3AR,201865,GM,177200,GM,177200,GM,Safe
E207,"V S M`s Somashekhar R Kothiwale Institute of Technology,Nippani, Belgaum. BASAV-VIDYA NAGAR,BELGAUM",ME,ME,166591,GMR,149008,GMR,177704,GM,-,-,177704,GM,Safe
E087,"Vivekananada Institute of Technology, Kengeri, Bangalore GUDIMAVU VILLAGE ,KENGERI(HOBLI)NEAR KUMBALAGODU,BANGALORE",CS,COMPUTER SCIENCE,63174,GMR,64949,GMR,93926,3AR,178189,3AR,178189,3AR,Safe
E197,"Veerappa Nisty Engineering College, Shorapur, Yadigir POST:HASNAPUR, TQ:SHORAPUR, DIST: YADGIR",EC,EC,143199,GMR,132003,GMR,178941,GM,178941,GM,178941,GM,Safe
E221,"Biluru Gurubasava Mahaswamiji Institute of Technology,Mudhol,Bagalkote. MANTUR ROAD, MUDHOL,BAGALKOTE",ME,ME,191081,GMR,179073,GMR,-,-,-,-,179073,GMR,Safe
E127,"M S Engineering College, Bangalore NAVARATHNA AGRAHARA, SADAHALLIPOST, NEAR BIAL, BANGALORE",ME,ME,200791,GMR,179316,GMR,-,-,-,-,179316,GMR,Safe
E240,"Dayananda Sagar University DEVARAKAGGALAHALLI VILLAGE, HAROHALLI, KANAKAPURA MAIN ROAD, RAMANAGAR DIST",ME,ME,92918,3AR,90417,3AR,132298,3AR,179647,3AG,179647,3AG,Safe
E136,"Moodalakatte Institute of Technology, Kundapura, Udupi MOODLAKATTE,KUNDAPURA TALUK,UDUPI DISTRICT",CS,COMPUTER SCIENCE,104828,3AG,113222,3AG,155471,3AG,179796,GMR,179796,GMR,Safe
E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",CE,COMPUTER ENGINEERING,207627,3AG,180532,GMR,-,-,-,-,180532,GMR,Safe
E086,"Sri Sairam College Of Engineering, Anekal, Bangalore SAI LEO NAGAR",ME,ME,171798,GMR,141187,GMR,251286,GM,180986,GM,180986,GM,Safe
E121,"Vivekananada College of Engineering Technology, Puttur NEHARU NAGARA,PUTTUR TALUK,DAKSHINA KANNADA",CE,COMPUTER ENGINEERING,191134,GMR,181361,GMR,-,-,-,-,181361,GMR,Safe
E121,"Vivekananada College of Engineering Technology, Puttur NEHARU NAGARA,PUTTUR TALUK,DAKSHINA KANNADA",AM,AM,71992,GMR,76580,3AG,83064,GMR,181376,3AG,181376,3AG,Safe
E202,"Sampoorna Group of Institutions, Channapatana, Ramanagara District BELEKERE, MALLUR HOBLI, CHANNAPATNA TALUK, RAMANAGAR,DISTRICT",EE,EE,159877,3AR,171784,3AR,183100,GM,-,-,183100,GM,Safe
E199,"AGM Rural Engineering College, Varur, Hubli NH-4, P.B. ROAD OPP VRL HEAD OFFICE VARUR.,DHARWAD",AM,AM,92760,3AG,92760,3AG,219308,3AG,183126,GMR,183126,GMR,Safe
E232,"REVA University RUKMINI KNOWLEDGE PARK, KATTIGENAHALLI, YELAHANKA,BANGALORE - 560064,",AG,AG,48310,GMR,47009,GMR,72864,GMR,183217,GMR,183217,GMR,Safe
E237,"PRESIDENCY University ITGALPURA, RAJANUKUNTE, YELAHANKA, BENGALURU - 560 064",ME,ME,102354,GMR,92041,GMR,126416,3AG,183481,GMR,183481,GMR,Safe
E063,"S J M Institute of Technology, Chitradurga P B NO 73, NH -4 BYE PASS, CHITRADURGA",CS,COMPUTER SCIENCE,95226,3AG,75300,GMR,109099,3AG,183584,3AG,183584,3AG,Safe
E132,"Secab Institute of Engineering & Technology, Bijapur 424, NAURASPUR, BAGALKOT ROAD, HUDCO CROSS,BIJAPUR-586101",AM,AM,96335,3AG,96335,3AG,188803,3AG,183788,GMR,183788,GMR,Safe
E011,"M V J College of Engineering, Bangalore(AUTONOMOUS) NEAR ITPB,CHANNASANDRA,KADUGODI POST,BANGALORE",CH,CH,65457,3AR,75144,3AR,142482,3AR,184050,3AR,184050,3AR,Safe
E123,"Canara Engineering College Bantwal, BENJANAPADAVU,BANTWAL,PIN 574219,DAKSHINA KANNADA DIST,",CD,COMMUNICATION DESIGN,107026,3AR,107026,3AR,169636,GM,184150,GM,184150,GM,Safe
E255,"GANDHI INSTITUTE OF TECHNOLOGY AND MANAGEMENT GITAM OFF CAMPUS BENGALURU NH 207, Nagadenehalli Doddaballapur taluk. Bengaluru-561203",VL,VL,103924,GMR,103924,GMR,139071,GMR,184160,GM,184160,GM,Safe
E186,"ACS College of Engineering, Mysore Road, Bangalore 207,KAMBIPURA, MYSORE ROAD, KENGERI HOBLI,BANGALORE - 560074.",DS,DATA SCIENCES,81789,GMR,74320,GMR,98155,GMR,184950,GMR,184950,GMR,Safe
E018,"Kalpatharu Institute of Technology, Tiptur B.H.ROAD,HASSAN CIRCLE,TIPTUR-572202",IS,INFORMATION SCIENCE,88634,GMR,88634,GMR,140572,3AG,185093,GM,185093,GM,Safe
E302,"AMITY UNIVERSITY National Highway 648 (old 207), Devanahalli - Doddaballapur Road",VL,VL,108154,GMR,108154,GMR,135436,GMR,185256,3AG,185256,3AG,Safe
E043,"Gurunanak Dev Engineering College, Bidar MAILOOR ROAD,BIDAR 585403",AM,AM,92010,3AG,91072,3AG,107955,3AG,185945,3AG,185945,3AG,Safe
E120,"Jnanavikasa Institute of Technology, Bidadi,Ramanagar VIDYA SOUDHA, 32ND K.M.BANGALORE - MYSORE HIGH WAY,",ME,ME,226753,GMR,186103,GMR,-,-,-,-,186103,GMR,Safe
E291,"Government Engineering College,Naragund,Gadag",EC,EC,118694,3AR,127301,3AR,260208,3AG,186966,GMR,186966,GMR,Safe
E263,"School of Planning and Architchure, University of Mysore 2nd Floor, Senate Bhavan, Manasagangotri P.O., Mysore",PL2,PL2,181512,GMR,-,-,250812,GM,187039,GM,187039,GM,Safe
E204,"Bangalore Technological Institute, Sarjapura Road, Bangalore SY NO.66/6,66/5,67/6,&67/5, KODATHI VILLAGE, VARTHOOR HOBLI,BANGALORE EAST TQ BANGALORE URBAN",ME,ME,215890,3AR,196322,3AR,245246,GM,188484,GM,188484,GM,Safe
E203,"K S School of Engineering & Management, Mallasandra, Bangalore #15/1, MALLASANDRA, OFF KANAKAPURA ROAD, BANGALORE - 560062",CBS,CBS,97341,GMR,90798,GMR,133891,GMR,188506,3AG,188506,3AG,Safe
E300,"AKASH INTITUTE OF ENGINEERING AND TECHNOLOGY PRASANNAHALLI MAIN RAOD, AKKUPETE VILLAGE, KASABA HOBLI",ME,ME,185267,GMR,188755,GMR,-,-,-,-,188755,GMR,Safe
E127,"M S Engineering College, Bangalore NAVARATHNA AGRAHARA, SADAHALLIPOST, NEAR BIAL, BANGALORE",DS,DATA SCIENCES,94776,3AR,96950,3AR,207004,3AR,188847,GM,188847,GM,Safe
E211,"Jain Institute of Technology, Davanagere 323, BADA CROSS NEAR BLIND SCHOOL AVARAGERE DAVANGERE",ME,ME,189386,3AG,189386,3AG,-,-,-,-,189386,3AG,Safe
E201,"Gopalan College of Engineering & Management, K.R. Puram, Bangalore SONNENAHALLI, HOODI VILLAGE, ITPL ROAD,BANGALORE",IS,INFORMATION SCIENCE,87563,3AG,84006,GMR,117002,GMR,189441,GM,189441,GM,Safe
E079,"Acharya Institute of Technology, Soldevanahalli,Chikkabanavara post, Bangalore SOLDEVANAHALLI, HESARAGHATTA MAIN ROAD, CHIKKABANAVARA POST,BANGALORE URBAN",MC,MC,74814,3AR,74814,3AR,104792,3AR,189471,GM,189471,GM,Safe
E252,"Mysore College Of Engineering and Management,Mysore CHIKAHALLI, VARUNA HOBALI, NEAR BIG BANYAN TREE, TN ROAD,MYSORE",CE,COMPUTER ENGINEERING,205074,3AR,205074,3AR,214766,GM,189725,GM,189725,GM,Safe
E287,"Vidyashilp University #125, Bettenahalli, Kundana Hobli, Chapparkallu Rd, Bengaluru, Karnataka 562110",DS,DATA SCIENCES,87488,GMR,74271,GMR,87488,GMR,189768,GMR,189768,GMR,Safe
E205,"ATME College of Engineering, Mysore SY.NO.1002, HAROHALLI (MELLAHALLI),MYSORE",EC,EC,76509,GMR,73163,GMR,112496,GMR,190013,3AG,190013,3AG,Safe
E288,"Garden City University 16th KM, Old Madras Road (Near K R Puram), Bangalore, Karnataka, 560049.",IOTCS,IOTCS,110487,GMR,95386,GMR,122577,GMR,190192,3AG,190192,3AG,Safe
E093,"Basavakalyana Engineering College, Basavakalyana, Bidar District N.H.9 ,BASAVAKALYAN-585327,DIST. BIDAR",ME,ME,194031,GM,190555,GM,-,-,-,-,190555,GM,Safe
E139,"Impact College of Engineering & Applied Sciences, Bangalore KODIGEHALLI,SAHAKARANAGAR SOUTH BANGALORE",DS,DATA SCIENCES,113621,3AR,97341,3AR,186355,3AR,190573,GM,190573,GM,Safe
E070,"Bahubali College of Engineering, Shravanabelagola, Hassan GOMMATANAGARA,SHRAVANABELAGOLA - 573135 HASSAN",ME,ME,190749,GMR,190749,GMR,-,-,-,-,190749,GMR,Safe
E149,"Cambridge Institutute of Technology, K.R.Puram, Bangalore(AUTONOMOUS) K R PURAM,BANGALORE",ME,ME,102276,GMR,110019,GMR,256570,GMR,190856,GM,190856,GM,Safe
E033,"Sri Taralabalu Jagadguru Institute of Technology, Ranebennur P B ROAD (NH4),RANEBENNUR-581 115,HAVERI DISTRICT",EE,EE,131376,GMR,119242,GMR,257795,GM,191509,GM,191509,GM,Safe
E014,"S J C Institute of Technology, Chickkaballapur(AUTONOMOUS) P B NO. 20, B B ROAD, CHICKBALLAPUR, CHICKBALLAPUR (DISTRICT)",AN,AN,44409,GMR,55920,GMR,68898,GMR,192158,GMR,192158,GMR,Safe
E058,"P E S College of Engineering, Mandya(AUTONOMOUS) MANDYA: 571 401",VL,VL,55036,3AG,52887,GMR,93513,GMR,192247,GMR,192247,GMR,Safe
E113,"Sambhram Institute of Technology, Bangalore AMBABHAVANI TEMPLE ROAD,M.S.PALYA, JALAHALLI EAST,VIDYARANYAPURA POST,BANGALORE",IS,INFORMATION SCIENCE,91451,GMR,84374,GMR,117522,GMR,192318,3AG,192318,3AG,Safe
E046,"H K E's Society's Sir M Visvesvaraya College of Engineering, Raichur YERAMARUS CAMP,RAICHUR-584 135,",CS,COMPUTER SCIENCE,81840,GMR,81840,GMR,192806,3AG,192806,3AG,192806,3AG,Safe
E197,"Veerappa Nisty Engineering College, Shorapur, Yadigir POST:HASNAPUR, TQ:SHORAPUR, DIST: YADGIR",ME,ME,260208,GMR,193656,GM,-,-,-,-,193656,GM,Safe
E142,"Adhichunchanagiri University (Formerly B G S Institute of Technology) B.G.NAGARA ,NAGAMANGALA TALUK,MANDYA DISTRICT -571448",IS,INFORMATION SCIENCE,73410,GMR,69568,3AG,96729,GMR,193710,GM,193710,GM,Safe
E071,"Vidya Vardhaka College of Engineering, Mysore(AUTONOMOUS) P.B.NO.206,GOKULAM 3RD STAGE,MYSORE",ME,ME,81498,GMR,79457,GMR,103121,GMR,193735,GMR,193735,GMR,Safe
E064,"Adhichunchanagiri Institute of Technology, Chickamagalur ADICHUNCHANAGIRI EXTENTION,JYOTHINAGAR,CHIKMAGALUR - 577102",EE,EE,102009,3AG,107415,GMR,257145,GM,193987,GM,193987,GM,Safe
E055,"P A College of Engineering, Kairangal, Bantwala Tq,. Mangalore NADUPADAV, NEAR MANGALORE UNIVERSITY,MONTEPADAV POST, KAIRANGALA VILLAGE,BANTWAL-MANGALORE",ME,ME,165830,GMR,153446,GMR,248102,GM,194331,GM,194331,GM,Safe
E304,ANUVARTIK MIRJI BHARATESH INSTITUTE OF TECHNOLOGY BELAGAVI,CS,COMPUTER SCIENCE,126468,3AG,126275,3AG,176430,3AR,194351,GMR,194351,GMR,Safe
E167,"K L E S's K L E College of Engineering & Technology, Chikkodi, Belgaum Dist. BANANTIKODI ROAD CHIKODI,BELGAUM -591 201,",AD,AD,76461,3AR,60005,3AR,195000,3AR,195000,3AR,195000,3AR,Safe
E059,"P D A College of Engineering, Gulbarga(AUTONOMOUS) AIWAN-E-SHAHI AREA,STATION ROAD,GULBARGA-585102",PE,PRODUCTION ENGINEERING,261789,3AG,225107,3AG,195251,GM,-,-,195251,GM,Safe
E289,"Visvesvaraya Technological University,VTU,CPGS,Kalburgi.",EC,EC,121520,3AG,95614,GMR,114222,3AG,196056,3AG,196056,3AG,Safe
E018,"Kalpatharu Institute of Technology, Tiptur B.H.ROAD,HASSAN CIRCLE,TIPTUR-572202",ME,ME,162945,3AG,162305,3AG,257069,GM,196215,GM,196215,GM,Safe
E124,"Rajiv Gandhi Institute of Technology, Bangalore CHOLANGAR,R.T.NAGAR POST, HEBBAL,BANGALORE-560032",IS,INFORMATION SCIENCE,90287,GMR,91371,GMR,118322,GMR,196230,GM,196230,GM,Safe
E066,"University B.D.T. college of Engineering, (H.GOV),Davangere",EE,EE,100649,GMR,101771,GMR,196358,3AG,196358,3AG,196358,3AG,Safe
E227,"Cauvery institute of Technology, Koppalu gate, Sundahally, Mandya SUNDAHALLI, SIDDAIAHNA KOPPALU GATE, YELIHUR POST, KOTHATHI HOBLI, MANDYA",CE,COMPUTER ENGINEERING,180532,3AG,196837,GMR,-,-,-,-,196837,GMR,Safe
E139,"Impact College of Engineering & Applied Sciences, Bangalore KODIGEHALLI,SAHAKARANAGAR SOUTH BANGALORE",EC,EC,89652,GMR,94767,GMR,149149,GMR,196948,GM,196948,GM,Safe
E193,Srinivas University SRINIVAS CAMPUS MUKKA MANGALURU,CE,COMPUTER ENGINEERING,260755,3AG,182202,3AG,197320,GM,197320,GM,197320,GM,Safe
E292,"Government Engineering College,Mailur,Bidar",EC,EC,105407,3AG,102944,3AG,197649,3AG,197649,3AG,197649,3AG,Safe
E124,"Rajiv Gandhi Institute of Technology, Bangalore CHOLANGAR,R.T.NAGAR POST, HEBBAL,BANGALORE-560032",EE,EE,108452,3AG,98468,GMR,196721,GMR,198229,GM,198229,GM,Safe
E081,"SRI SIDDHARTHA SCHOOL OF ENGINEERING, TUMKUR NH-4, KESARAMADU POST, KYATHASANDRA,TUMKUR",ME,ME,234468,GMR,198441,GMR,-,-,-,-,198441,GMR,Safe
E093,"Basavakalyana Engineering College, Basavakalyana, Bidar District N.H.9 ,BASAVAKALYAN-585327,DIST. BIDAR",CE,COMPUTER ENGINEERING,170273,GMR,231848,GMR,198478,GM,198478,GM,198478,GM,Safe
E092,"Vemana Institute of Technology, Bangalore #1, MAHAYOGI VEMANA ROAD, 3RD BLOCK, KORMANGALA, BANGALORE -560034.",ME,ME,163787,GMR,146452,GMR,255648,GM,198654,GM,198654,GM,Safe
E177,"Rajeev Institute of Technology, Hassan PLOT 1-D(P-1), GROWTH CENTRE, INDUSTRIAL AREA, BANGALORE MANGALORE BYPASS ROAD",IS,INFORMATION SCIENCE,104463,GMR,92189,GMR,174271,GMR,199138,GM,199138,GM,Safe
E059,"P D A College of Engineering, Gulbarga(AUTONOMOUS) AIWAN-E-SHAHI AREA,STATION ROAD,GULBARGA-585102",CM,CM,140501,GM,143710,GM,249271,GM,199318,GM,199318,GM,Safe
E059,"P D A College of Engineering, Gulbarga(AUTONOMOUS) AIWAN-E-SHAHI AREA,STATION ROAD,GULBARGA-585102",EI,EI,136578,3AG,260847,3AG,209663,GM,199604,GM,199604,GM,Safe
E184,"C Byre Gowda Institute of Technology, Thoradevandahalli Village, Kolar SRINIVASPURA ROAD, THORADEVANDAHALLI, KOLAR-563101",CE,COMPUTER ENGINEERING,225970,GMR,204563,GMR,199639,GM,-,-,199639,GM,Safe
E013,"Ghousia Engineering College, Ramanagara BANGALORE - MYSORE ROAD,RAMANAGARA",IS,INFORMATION SCIENCE,84398,GMR,86365,3AG,158667,GMR,199870,GM,199870,GM,Safe
E085,"APS College of Engineering, Somanahalli, Bangalore 26 KM KANAKAPURA ROAD BANGALORE 82,BANGALORE URBAN",CY,CY,61394,GMR,70727,3AG,112273,GMR,200062,3AG,200062,3AG,Safe
E207,"V S M`s Somashekhar R Kothiwale Institute of Technology,Nippani, Belgaum. BASAV-VIDYA NAGAR,BELGAUM",CE,COMPUTER ENGINEERING,200079,GMR,200079,GMR,-,-,-,-,200079,GMR,Safe
E174,"Dr. Sri Sri Sri Shivakumara Mahaswamyji College of Engineering, Byranayakanahalli, Bangalore Rural BYARANAYAKANAHALLI,DODDABALE POST,NELAMANGALA TALUK,BANGALORE RURAL DISTRICT",CE,COMPUTER ENGINEERING,251589,GMR,200097,GMR,-,-,-,-,200097,GMR,Safe
E278,"VISVESVARAYA TECHNOLOGICAL UNIVERSITY, BELAGAVI, VIAT, MUDDENAHALLI CAMPUS, CHIKKABALLAPUR Muddenahalli campus,Chickkaballapur",CS,COMPUTER SCIENCE,96371,3AR,93087,3AR,124748,3AR,200337,3AG,200337,3AG,Safe
E185,"Angadi Institute of Technology and Management , Savgoan Rd., Belgaum SAVAGAON ROAD BELGAUM",RA,RA,102049,GMR,142546,GMR,194195,GM,200428,GM,200428,GM,Safe
E227,"Cauvery institute of Technology, Koppalu gate, Sundahally, Mandya SUNDAHALLI, SIDDAIAHNA KOPPALU GATE, YELIHUR POST, KOTHATHI HOBLI, MANDYA",IS,INFORMATION SCIENCE,124664,GMR,112745,GMR,262058,GM,200546,GM,200546,GM,Safe
E306,"THE CHANAKYA UNIVERSITY NO 29 HARALURU, DEVANAHALLI TALUK (NEAR BENGALURU INTERNATIONLA AIRPORT)",CE,COMPUTER ENGINEERING,158350,GMR,160158,GMR,244438,GM,201068,GM,201068,GM,Safe
E127,"M S Engineering College, Bangalore NAVARATHNA AGRAHARA, SADAHALLIPOST, NEAR BIAL, BANGALORE",CY,CY,103904,GMR,93450,GMR,183089,3AG,201146,GM,201146,GM,Safe
E177,"Rajeev Institute of Technology, Hassan PLOT 1-D(P-1), GROWTH CENTRE, INDUSTRIAL AREA, BANGALORE MANGALORE BYPASS ROAD",EC,EC,107795,GMR,107795,GMR,234541,GM,201699,GM,201699,GM,Safe
E078,"The Oxford College of Engineering, Bangalore HOSUR ROAD,BOMMANAHALLI,BANGALORE",BT,BIO-TECHNOLOGY,52829,3AR,54616,3AR,84477,3AR,201850,3AG,201850,3AG,Safe
E311,"RATHINAM INSTITUTE OF TECHNOLOGY DODDAKAMMANAHALLY VILLAGE, BEGUR HOBLI,",CY,CY,132439,GMR,126627,GMR,218513,GM,201889,GM,201889,GM,Safe
E106,"East West Institute Of Technology,Bangalore(AUTONOMOUS) SY. NO.63, OFF MAGADI MAIN ROAD, VISHWANEEDAM POST,BANGALORE",EC,EC,67811,GMR,66296,GMR,97856,GMR,201933,GMR,201933,GMR,Safe
E174,"Dr. Sri Sri Sri Shivakumara Mahaswamyji College of Engineering, Byranayakanahalli, Bangalore Rural BYARANAYAKANAHALLI,DODDABALE POST,NELAMANGALA TALUK,BANGALORE RURAL DISTRICT",ME,ME,244269,GMR,202101,GMR,-,-,-,-,202101,GMR,Safe
E169,"Alva's Institute of Engineering & Technology, Moodabidre, D.K (AUTONOMOUS) SHOBHAVANA CAMPUS,MIJAR,MOODBIDRI - 574225,MANGALORE TALUK,DHAKSHINA KANNADA",CD,COMMUNICATION DESIGN,97334,GMR,99797,GMR,170200,3AG,202247,GM,202247,GM,Safe
E279,"VISVESVARAYA TECHNOLOGICAL UNIVERSITY, BELAGAVI CAMPUS, BELAGAVI JNANA SANGAMA, MACHHE, BELAGAVI",VL,VL,111470,3AG,105313,GMR,140401,GMR,202350,3AG,202350,3AG,Safe
E269,"Jain College Of Engineering and Research, Belgaum SHREYAS CTS 1598 ADAJCENT TO TO FOUNDRY CLUSTER NEAR DUTCH INDUSTRIAL ESTATE CHANNAMMA NAGAR ANAGOL BELGAVI",CE,COMPUTER ENGINEERING,162039,GMR,169858,GMR,202382,GM,202382,GM,202382,GM,Safe
E173,"Sai Vidya Institute of Technology, Rajanakunte, Bangalore RAJANUKUNTE,DODDBALLAPURA ROAD ,VIA: YELAHANKA,BANGALORE",ME,ME,137721,GMR,137721,GMR,202532,GM,-,-,202532,GM,Safe
E255,"GANDHI INSTITUTE OF TECHNOLOGY AND MANAGEMENT GITAM OFF CAMPUS BENGALURU NH 207, Nagadenehalli Doddaballapur taluk. Bengaluru-561203",EE,EE,100034,GMR,100034,GMR,135492,GMR,202554,GM,202554,GM,Safe
E209,"Jyothi Institute of Technology, Kanakapura Road,Bangalore ,BANGALORE",ME,ME,170112,GMR,160358,GMR,203448,GM,203448,GM,203448,GM,Safe
E305,DR H N NATIONAL COLLEGE OF ENGINEERING BENGALURU,EC,EC,107178,3AR,86850,3AR,158368,3AR,203490,GMR,203490,GMR,Safe
E222,"Cambridge Institute Of Technology, North Campus, Devanahalli, Bangalore SURVEY NO. 73, LINGADHEERA GOLLAHALLI, KUNDANA POST, DEVANAHALLI TALUK",EC,EC,66576,GMR,63780,GMR,83893,GMR,203851,GMR,203851,GMR,Safe
E076,"Proudadevaraya Institute of Technology, Hospet SHAH BHAVARLAL BABULAL NAHAR CAMPUS,T.B.DAM ROAD, BESIDE TSP LIMITED,HOSPET - 583225,BELLARY DISTRICT",CS,COMPUTER SCIENCE,109480,3AG,104749,3AG,146539,3AG,203894,3AG,203894,3AG,Safe
E121,"Vivekananada College of Engineering Technology, Puttur NEHARU NAGARA,PUTTUR TALUK,DAKSHINA KANNADA",DS,DATA SCIENCES,96655,3AG,78136,3AG,129834,3AG,203905,GM,203905,GM,Safe
E314,"CAUVERY COLLEGE OF ENGINEERING KBL LAYOUT, ALANAHALLY MYSORE",IS,INFORMATION SCIENCE,150897,GMR,127347,GMR,218938,GM,204547,GM,204547,GM,Safe
E175,"S.S.E.T.S.S.G.Balekundri Institute of Technology, Shivabasavanagar, Belgaum SHIVABASAVA NAGAR, BELGAUM - 590010",ME,ME,230644,3AG,198299,3AG,261280,GM,204912,GM,204912,GM,Safe
E311,"RATHINAM INSTITUTE OF TECHNOLOGY DODDAKAMMANAHALLY VILLAGE, BEGUR HOBLI,",EC,EC,150800,GMR,143866,GMR,258891,GM,205242,GM,205242,GM,Safe
E032,"R.T.E. Soceity's Rural Engineering College, Hulkoti HULKOTI -582 205,GADAG",AM,AM,76441,GMR,81278,GMR,104849,GMR,205817,GMR,205817,GMR,Safe
E313,"HARSHA INSTITUTE OF TECHNOLOGY VARADANAYAKANA HALLY VILLAGE, NELAMANGALA TALUK,",EC,EC,158368,GMR,126694,GMR,249689,GM,206337,GM,206337,GM,Safe
E222,"Cambridge Institute Of Technology, North Campus, Devanahalli, Bangalore SURVEY NO. 73, LINGADHEERA GOLLAHALLI, KUNDANA POST, DEVANAHALLI TALUK",CY,CY,65815,3AR,65815,3AR,83805,3AR,206411,GMR,206411,GMR,Safe
E132,"Secab Institute of Engineering & Technology, Bijapur 424, NAURASPUR, BAGALKOT ROAD, HUDCO CROSS,BIJAPUR-586101",EC,EC,118089,GMR,108724,GMR,129919,GMR,206779,GM,206779,GM,Safe
E021,"Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University), Mysore JSS TECHNICAL INSTITUTIONS CAMPUS,MANASAGANGOTHRI PO,MYSORE",EN,EN,84966,3AR,97672,3AR,188611,3AR,207028,3AR,207028,3AR,Safe
E028,"Tontadarya College of Engineering, Gadag MUNDARAGI ROAD ,GADAG - 582101",CE,COMPUTER ENGINEERING,149700,GMR,168315,GMR,249916,GM,207175,GM,207175,GM,Safe
E202,"Sampoorna Group of Institutions, Channapatana, Ramanagara District BELEKERE, MALLUR HOBLI, CHANNAPATNA TALUK, RAMANAGAR,DISTRICT",ME,ME,249684,GMR,207369,GMR,-,-,-,-,207369,GMR,Safe
E106,"East West Institute Of Technology,Bangalore(AUTONOMOUS) SY. NO.63, OFF MAGADI MAIN ROAD, VISHWANEEDAM POST,BANGALORE",EE,EE,84590,GMR,84590,GMR,130948,GMR,207381,GM,207381,GM,Safe
E159,"Karavali Institute of Technology, Neermarga, Mangalore PADU POST, VIA PEDUMALE,NEERUMARGA,MANGALORE -575029",ME,ME,208814,GMR,208814,GMR,207526,GM,-,-,207526,GM,Safe
E034,"SDM College of Engineering, Dharwad (AUTONOMOUS) DHAVALAGIRI,KALGHATGI ROAD,DHARWAD",ME,ME,114827,3AG,118420,3AG,171247,GMR,207624,GMR,207624,GMR,Safe
E119,"K C T Engineering College, Gulbarga KCT CAMPUS",ME,ME,208258,GM,208258,GM,-,-,-,-,208258,GM,Safe
E147,"T.John Institute of technology, Bangalore #86/1, KAMMANAHALLI,GOTTIGERE,BANNERUGATTA ROAD,BANGALORE",DS,DATA SCIENCES,100192,GMR,99111,GMR,154199,GMR,208459,GM,208459,GM,Safe
E269,"Jain College Of Engineering and Research, Belgaum SHREYAS CTS 1598 ADAJCENT TO TO FOUNDRY CLUSTER NEAR DUTCH INDUSTRIAL ESTATE CHANNAMMA NAGAR ANAGOL BELGAVI",EC,EC,71392,3AG,69813,3AG,190534,3AG,208732,3AG,208732,3AG,Safe
E018,"Kalpatharu Institute of Technology, Tiptur B.H.ROAD,HASSAN CIRCLE,TIPTUR-572202",CE,COMPUTER ENGINEERING,178715,3AG,174142,GMR,209390,GM,209390,GM,209390,GM,Safe
E047,"Malnad College of Engineering, Hassan(AUTONOMOUS) P.B. NO. 21, SALAGAME ROAD,HASSSAN",EE,EE,70767,GMR,73591,GMR,98311,GMR,209427,3AG,209427,3AG,Safe
E134,"Smt. Kamala & Sri Venkappa M.Agadi College of Engineering & Technology, Gadag SAVANUR ROAD, GULAGANJIKOPPA,LAXMESHWAR DIST: GADAG",IS,INFORMATION SCIENCE,104112,GMR,101815,3AG,203333,3AG,209507,GM,209507,GM,Safe
E139,"Impact College of Engineering & Applied Sciences, Bangalore KODIGEHALLI,SAHAKARANAGAR SOUTH BANGALORE",ME,ME,165688,GMR,165688,GMR,209734,GM,-,-,209734,GM,Safe
E201,"Gopalan College of Engineering & Management, K.R. Puram, Bangalore SONNENAHALLI, HOODI VILLAGE, ITPL ROAD,BANGALORE",AN,AN,78349,3AR,84477,3AR,156095,3AR,209795,GM,209795,GM,Safe
E064,"Adhichunchanagiri Institute of Technology, Chickamagalur ADICHUNCHANAGIRI EXTENTION,JYOTHINAGAR,CHIKMAGALUR - 577102",RI,RI,75552,3AR,84464,3AR,207761,3AR,210140,GM,210140,GM,Safe
E220,"ALLIANCE University Central Campus, Chikkahadage Cross Chandapura-Anekal, Main Road, Bengaluru, Karnataka 562106",PE,PRODUCTION ENGINEERING,221670,3AR,214324,3AR,210165,GM,210165,GM,210165,GM,Safe
E101,"Channabasaveshwara Institute of Technology, Gubbi Herur, Tumkur NH 206 (BH ROAD), GUBBI, TUMKUR. KARNATAKA",IS,INFORMATION SCIENCE,77734,GMR,72430,GMR,86963,GMR,210515,3AG,210515,3AG,Safe
